listing_id,date,available,price,adjusted_price,minimum_nights,maximum_nights
65446,27/07/2025,t,120,,3,1125
65446,28/07/2025,t,120,,3,1125
65446,29/07/2025,t,120,,3,1125
65446,30/07/2025,t,120,,3,1125
65446,31/07/2025,t,120,,3,1125
65446,01/08/2025,t,120,,3,1125
65446,02/08/2025,t,120,,3,1125
65446,03/08/2025,t,120,,3,1125
65446,04/08/2025,t,120,,3,1125
65446,05/08/2025,t,120,,3,1125
65446,06/08/2025,t,120,,3,1125
65446,07/08/2025,t,120,,3,1125
65446,08/08/2025,t,120,,3,1125
65446,09/08/2025,t,120,,3,1125
65446,10/08/2025,t,120,,3,1125
65446,11/08/2025,t,120,,3,1125
65446,12/08/2025,t,120,,3,1125
65446,13/08/2025,t,120,,3,1125
65446,14/08/2025,t,120,,3,1125
65446,15/08/2025,t,120,,3,1125
65446,16/08/2025,t,120,,3,1125
65446,17/08/2025,t,120,,3,1125
65446,18/08/2025,t,120,,3,1125
65446,19/08/2025,t,120,,3,1125
65446,20/08/2025,t,120,,3,1125
65446,21/08/2025,t,120,,3,1125
65446,22/08/2025,t,120,,3,1125
65446,23/08/2025,t,120,,3,1125
65446,24/08/2025,t,120,,3,1125
65446,25/08/2025,t,120,,3,1125
65446,26/08/2025,t,120,,3,1125
65446,27/08/2025,t,120,,3,1125
65446,28/08/2025,t,120,,3,1125
65446,29/08/2025,t,120,,3,1125
65446,30/08/2025,t,120,,3,1125
65446,31/08/2025,t,120,,3,1125
65446,01/09/2025,t,120,,3,1125
65446,02/09/2025,t,120,,3,1125
65446,03/09/2025,t,120,,3,1125
65446,04/09/2025,t,120,,3,1125
65446,05/09/2025,t,120,,3,1125
65446,06/09/2025,t,120,,3,1125
65446,07/09/2025,t,120,,3,1125
65446,08/09/2025,t,120,,3,1125
65446,09/09/2025,t,120,,3,1125
65446,10/09/2025,t,120,,3,1125
65446,11/09/2025,t,120,,3,1125
65446,12/09/2025,t,120,,3,1125
65446,13/09/2025,t,120,,3,1125
65446,14/09/2025,t,120,,3,1125
65446,15/09/2025,t,120,,3,1125
65446,16/09/2025,t,120,,3,1125
65446,17/09/2025,t,120,,3,1125
65446,18/09/2025,t,120,,3,1125
65446,19/09/2025,t,120,,3,1125
65446,20/09/2025,t,120,,3,1125
65446,21/09/2025,t,120,,3,1125
65446,22/09/2025,t,120,,3,1125
65446,23/09/2025,t,120,,3,1125
65446,24/09/2025,t,120,,3,1125
65446,25/09/2025,t,120,,3,1125
65446,26/09/2025,t,120,,3,1125
65446,27/09/2025,t,120,,3,1125
65446,28/09/2025,t,120,,3,1125
65446,29/09/2025,t,120,,3,1125
65446,30/09/2025,t,120,,3,1125
65446,01/10/2025,t,120,,3,1125
65446,02/10/2025,t,120,,3,1125
65446,03/10/2025,t,120,,3,1125
65446,04/10/2025,t,120,,3,1125
65446,05/10/2025,t,120,,3,1125
65446,06/10/2025,t,120,,3,1125
65446,07/10/2025,t,120,,3,1125
65446,08/10/2025,t,120,,3,1125
65446,09/10/2025,t,120,,3,1125
65446,10/10/2025,t,120,,3,1125
65446,11/10/2025,t,120,,3,1125
65446,12/10/2025,t,120,,3,1125
65446,13/10/2025,t,120,,3,1125
65446,14/10/2025,t,120,,3,1125
65446,15/10/2025,t,120,,3,1125
65446,16/10/2025,t,120,,3,1125
65446,17/10/2025,t,120,,3,1125
65446,18/10/2025,t,120,,3,1125
65446,19/10/2025,t,120,,3,1125
65446,20/10/2025,t,120,,3,1125
65446,21/10/2025,t,120,,3,1125
65446,22/10/2025,t,120,,3,1125
65446,23/10/2025,t,120,,3,1125
65446,24/10/2025,t,120,,3,1125
65446,25/10/2025,t,120,,3,1125
65446,26/10/2025,t,120,,3,1125
65446,27/10/2025,t,120,,3,1125
65446,28/10/2025,t,120,,3,1125
65446,29/10/2025,t,120,,3,1125
65446,30/10/2025,t,120,,3,1125
65446,31/10/2025,t,120,,3,1125
65446,01/11/2025,t,120,,3,1125
65446,02/11/2025,t,120,,3,1125
65446,03/11/2025,t,120,,3,1125
65446,04/11/2025,t,120,,3,1125
65446,05/11/2025,t,120,,3,1125
65446,06/11/2025,t,120,,3,1125
65446,07/11/2025,t,120,,3,1125
65446,08/11/2025,t,120,,3,1125
65446,09/11/2025,t,120,,3,1125
65446,10/11/2025,t,120,,3,1125
65446,11/11/2025,t,120,,3,1125
65446,12/11/2025,t,120,,3,1125
65446,13/11/2025,t,120,,3,1125
65446,14/11/2025,t,120,,3,1125
65446,15/11/2025,t,120,,3,1125
65446,16/11/2025,t,120,,3,1125
65446,17/11/2025,t,120,,3,1125
65446,18/11/2025,t,120,,3,1125
14222,31/01/2025,t,35,,7,1125
14222,01/02/2025,t,35,,7,1125
14222,02/02/2025,t,35,,7,1125
14222,03/02/2025,t,35,,7,1125
14222,04/02/2025,f,35,,7,1125
14222,05/02/2025,f,35,,7,1125
14222,06/02/2025,f,35,,7,1125
14222,07/02/2025,f,35,,7,1125
14222,08/02/2025,f,35,,7,1125
14222,09/02/2025,f,35,,7,1125
14222,10/02/2025,f,35,,7,1125
14222,11/02/2025,f,35,,7,1125
14222,12/02/2025,f,35,,7,1125
14222,13/02/2025,f,35,,7,1125
14222,14/02/2025,f,35,,7,1125
14222,15/02/2025,f,35,,7,1125
14222,16/02/2025,f,35,,7,1125
14222,17/02/2025,f,35,,7,1125
14222,18/02/2025,f,35,,7,1125
14222,19/02/2025,f,35,,7,1125
14222,20/02/2025,f,35,,7,1125
14222,21/02/2025,t,35,,7,1125
14222,22/02/2025,t,35,,7,1125
14222,23/02/2025,t,35,,7,1125
14222,24/02/2025,t,35,,7,1125
14222,25/02/2025,t,35,,7,1125
14222,26/02/2025,t,35,,7,1125
14222,27/02/2025,t,35,,7,1125
14222,28/02/2025,t,35,,7,1125
14222,01/03/2025,t,35,,7,1125
14222,02/03/2025,t,35,,7,1125
14222,03/03/2025,t,35,,7,1125
14222,04/03/2025,t,35,,7,1125
14222,05/03/2025,t,35,,7,1125
14222,06/03/2025,t,35,,7,1125
14222,07/03/2025,t,35,,7,1125
14222,08/03/2025,t,35,,7,1125
14222,09/03/2025,t,35,,7,1125
14222,10/03/2025,t,35,,7,1125
14222,11/03/2025,t,35,,7,1125
14222,12/03/2025,t,35,,7,1125
14222,13/03/2025,t,35,,7,1125
14222,14/03/2025,t,35,,7,1125
14222,15/03/2025,t,35,,7,1125
14222,16/03/2025,t,35,,7,1125
14222,17/03/2025,t,35,,7,1125
14222,18/03/2025,t,35,,7,1125
14222,19/03/2025,t,35,,7,1125
14222,20/03/2025,t,35,,7,1125
14222,21/03/2025,t,35,,7,1125
14222,22/03/2025,t,35,,7,1125
14222,23/03/2025,t,35,,7,1125
14222,24/03/2025,t,35,,7,1125
14222,25/03/2025,t,35,,7,1125
14222,26/03/2025,t,35,,7,1125
14222,27/03/2025,t,35,,7,1125
14222,28/03/2025,t,35,,7,1125
14222,29/03/2025,t,35,,7,1125
14222,30/03/2025,t,35,,7,1125
14222,31/03/2025,t,35,,7,1125
14222,01/04/2025,f,35,,7,1125
14222,02/04/2025,f,35,,7,1125
14222,03/04/2025,f,35,,7,1125
14222,04/04/2025,f,35,,7,1125
14222,05/04/2025,f,35,,7,1125
14222,06/04/2025,f,35,,7,1125
14222,07/04/2025,f,35,,7,1125
14222,08/04/2025,f,35,,7,1125
14222,09/04/2025,f,35,,7,1125
14222,10/04/2025,f,35,,7,1125
14222,11/04/2025,f,35,,7,1125
14222,12/04/2025,f,35,,7,1125
14222,13/04/2025,f,35,,7,1125
14222,14/04/2025,f,35,,7,1125
14222,15/04/2025,f,35,,7,1125
14222,16/04/2025,f,35,,7,1125
14222,17/04/2025,f,35,,7,1125
14222,18/04/2025,f,35,,7,1125
14222,19/04/2025,f,35,,7,1125
14222,20/04/2025,f,35,,7,1125
14222,21/04/2025,f,35,,7,1125
14222,22/04/2025,f,35,,7,1125
14222,23/04/2025,f,35,,7,1125
