listing_id,id,date,reviewer_id,reviewer_name,comments
84033,8.78204E+17,26/04/2023,3442824,Marc,"The apartment itself is quite comfortable and clean in an attractive building in interesting Palermo Soho. The outdoor swimming pool needed some cleaning but was a decent size with an attractive deck area around it behind the building. Very convenient location for restaurants, supermarkets, walking around (it felt quite safe), with good access to public transport and taxis. The huge private rooftop terrace is very attractive---particularly a nice space to enjoy in summer when the schools are shut for the holidays. This would have been a perfect stay except that there is a primary school very close by where the dear children go out to play and scream for hours from Monday to Friday during their recess, lunch time or physical education lessons along with sometimes their teachers shouting into megaphones---not the host's fault, of course, but it makes the lovely rooftop terrace unusable at times due to the noise. The windows also need sound-proofing which the responsive host acknowledged."
84033,8.81876E+17,01/05/2023,313365316,Ewerton,"O primeiro ponto positivo a se destacar foi a atenção e gentileza que a Luciana nos deu; desde a nossa chegada na cidade até o nosso check-in. O Matias, responsável por nos receber no apartamento, foi igualmente amável e bastante prestativo!  Sobre o apartamento, as imagens falam por si só: é um apartamento aconhegante e amplo. Vale ressaltar ainda que o recebemos limpo e organizado. O ponto alto vai para o terraço exclusivo do apartamento! Há uma ótima churrasqueira e a poucas quadras a açougue do Don Julio e mercados, possibilitando, assim, uma ótima alternativa ao restaurante! A localização é perfeita, pois está situado como se fosse em uma linha meridional entre o coração de Palermo Soho e a estação de metrô Plaza Itália; isso faz com que seja possível estar a poucas quadras dos melhores bares e restaurantes da cidade e também a poucas quadras da linha D do metrô; ou seja, um local tranquilo e de fácil acesso a vários pontos turísticos de Buenos Aires. Recomendo e anseio em voltar."
84033,9.06477E+17,04/06/2023,374494077,Mike,Great place to stay in Palermo. The terrace is really nice and the apartment is cozy. The wifi did completely black-out halfway through my stay but luckily the host gave me an alternative connection to a nearby unit that worked fine and tried to get a technician in as soon as possible. The Selina co-working space is also very close if you need somewhere else to go and work.
84033,9.11577E+17,11/06/2023,145382382,Julia,Excelente
84033,9.51471E+17,05/08/2023,47410802,Juan,"GREAT OPTION FOR A COUPLE <br/>THIS WAS OUR SECOND STAY AT MARIA'S PLACE.<br/>WE WILL CONTINUE TO BOOK IT EVERY TIME WE'D RETURN TO THIS AMAZING CITY. <br/>IT HAS EVERYTHING YOU'D NEED FOR A PERFECT STAY IN PALERMO HOLLYWOOD, THE HOTTEST SPOT IN BUENOS AIRES. <br/>YOU EVEN HAVE (AROUND THE CORNER) THE BEST WINE STORE IN TOWN (AUTRE MONDE)<br/>DON'T THINK IT TWICE, STAY HERE."
84033,9.56479E+17,12/08/2023,13749729,Michael,Die Wohnung und Lage sind einfach super - jederzeit wieder!
84033,9.63798E+17,22/08/2023,367330187,Bruna,"Tudo ótimo, banheiro com o piso aquecido foi uma surpresa gostosa pra gente que visitou no inverno. Quarto escuro, tv com Netflix, varanda… tudo ótimo!"
84033,1.03619E+18,30/11/2023,60702537,Norberto,"El barrio es perfecto, la comunicacion con maria y luciana tambien.<br/>marcela venia todas las semanas y dejaba el dto impecable .<br/>El edificio y los lugares comunes siempre limpios y con buen aroma ,Fernando el portero un fenomeno , siempre a disposicion .<br/>En resumen un dto comodo y luminoso muy recomendable."
84033,1.04425E+18,11/12/2023,135323821,Lucas,"La estadia fue buena, exceptuando que no se pudo solucionar un problema con la electricidad que me tuvo un dia sin heladera y wifi y el resto de mi estadia sin un aire acondicionado y tv. <br/>El lugar es manejado por muchas personas y tuve contacto con 4 personas diferentes sin contar a Maria. <br/>Todos fueron muy atentos y trataron de solucionar los inconvenientes de la mejor manera, pero lamentablemente no lo pudieron arreglar. <br/>Sin estos inconvenientes la estadia es un 10, excelente ubicacion, contacto, limpieza y comodidad."
84033,1.07543E+18,23/01/2024,26293679,Fatima,"O apartamento é extremamente bem localizado, no coração de Palermo Soho. Muito bem decorado e agradável. Fomos prontamente recebidas pelos administradores do apartamento, Luis e Amado, que  muito prestativos e atenciosos nos sugeriram passeios, restaurantes e nos deram várias dicas valiosas. Certamente ficarei no apartamento <br/>apartamento de Maria quando voltar à querida Buenos Aires!<br/> de Maria quando voltar  a Buenos Aires. Tudo  ⭐️⭐️⭐️⭐️⭐️!"
84033,1.12468E+18,31/03/2024,25456666,Jean,"L’internet fonctionnait très bien,je donnais des cours à l’université avec Zoom 6h par semaine et c’était parfait.<br/>Nous avons passé 9 semaines dans l’appartement et María a finalement déniché de très bon gestionnaire sur place qui répondait rapidement pour tout problème ou questionnement.<br/>C’était notre deuxième location pour l l’appartement depuis 2026"
84033,1.14566E+18,29/04/2024,203646100,Leo,"El Apartamento super lujoso y cómodo, está localizado en una buena área lleno de restaurantes y cosas para hacer. Amado y Luis unos capos, siempre atentos! Muy recomendable quedarse en este lugar!"
84033,1.29719E+18,24/11/2024,64680328,Lena,"This is our second stay at Maria's place and we loved it, it's in great location, lots of great restaurants and walkable.  we loved the terrace and use the parrilla lots of times and used the swimming pool quite often, which is very enjoyable during hot days.  We would love to stay here again when we return to Buenos Aires."
84033,1.30073E+18,29/11/2024,437016843,Gonzalo,"Excelente departamento. Cómodo, limpio y muy completo. La atención fue excelente!"
84033,1.32683E+18,04/01/2025,487093828,Paula,"The place has a good location, and is walking distances of restaurants, cafes, shops, bars. The space is comfortable for 2 peoples, and it have a beautiful terrace where you can stay at the afternoons of any summer day. <br/>We would definitely choose the place if we returned to BA."
84730,847021,07/01/2012,582600,Nicole,"Apartment was fine.  Everything stated was provided and host was very accommodating.  Minor problems:  bed could have used couple of extra pillows to be comfortable, and car wash was right below (but this is the city, so I doubt the noise level would be much lesser if car wash weren't there)."
84730,1761669,21/07/2012,1322678,Liz,"The apartment was perfect for us, it was clean and comfortable and had all that you might need for a week's stay. The area was safe and conveniently close to local transport. Egle was super helpful and gave us maps and lots of information about the local area and beyond.
<br/>Highly recommended.
<br/>
<br/>"
84730,2905068,18/11/2012,2992702,Niege,"The apartament was lovely: its located in a great neighborhood, near to the subway, with a lot of sun light. Romina, the woman responsable for the cleaning, was very trustful and efficient. The internet is pretty fast (we worked from there with two computers using the internet at the same time and it work out great). Egle was very kind and helped us with any problem."
84730,3601928,22/02/2013,4744633,Stephanie,"I stayed for one month in the apartment and it was perfect. It has all the basic necessities and it very clean. The bed is comfortable. The apartment is very connected to anywhere you want to go by public transportation. 
<br/>
<br/>Egle and her husband were very accommodating. I asked for more pillows and they were quick to respond. They also sent many recommendations for the neighborhood and public transportation which was very helpful. They  helped me arrange a way to check out at 4am to catch my flight. 
<br/>
<br/>If I return to buenos aires I'll be sure to stay again!
<br/>Thanks for everything!"
84730,4205662,18/04/2013,5572527,Brian,"After 3 weeks in this apartment we agree: this is indeed a sunny place. We have enjoyed it very much and will ask for this apartment again, if we return to Buenos Aires.
<br/>It´s clean and it´s close to the center. It´s only a few blocks from the subway and you can easily get around by bus.
<br/>Most of all it has been a pleasure to communicate with Egle. She has been so kind and helpful and she has reacted immediately when we have sent her an e-mail.
<br/>We can easily recommend Egles apartment.
<br/>Pia and Brian
<br/>Denmark"
84730,4439126,05/05/2013,3091554,Linda,"Egle is a great person , very helpful and understanding!!
<br/>The place is really nice and clean. it has all you need. The neightborhood is safe and beautiful. 
<br/>My only complane is the pillows I think they can be a little more confortable!!
<br/>but overol I had a great stay!!
<br/>Will go back anytime!1"
84730,6071692,29/07/2013,6660866,Bruna,"We really enjoyed our stay in Egle's apartament. It's clean, spacious,  in the middle of Boedo with restaurants, markets, banks just a few steps away. Try Pan y Arte and MArgot both two block away. Egle was very helpfull and attentive host. Recommended!"
84730,7931681,08/10/2013,9071201,David,"Egle y Oscar, unas personas muy amables, la pasamos muy bien durante nuestra estancia, el depto es muy bonito, acogedor y muy bien adaptado a las necesidades diarias. Esperamos regresar pronto, un fuerte abrazo Sophia y David."
84730,9452874,29/12/2013,9689681,Valentina,"Estoy sumamente muy agradecida por las recomendaciones y la atención facilitada por Egle, estuvo súper acertada la decisión de hospedarnos en su propiedad. Espectacular lugar, ideal para pareja. En fin, justo lo que queríamos. Recomendado 100%"
84730,18830059,01/09/2014,10161164,Darvam,"O bairro é ótimo para quem deseja ficar relativamente próximo do centro e ao mesmo tempo numa região menos agitada. Boedo é um bairro familiar e bem servido de supermercado, cafeterias, farmácias, bancos e comércio em geral. Uma padaria e cafeteria muito boa fica a poucos metros do prédio, o que facilita muito para o café da manhã. 
<br/>A estação Boedo do metrô fica a poucas quadras do prédio e rapidamente se pode chegar ao centro da cidade ou a qualquer parte servida pelo metrô, pela combinação de linhas. O apartamento estava muito limpo, é confortável, perfeito para uma pessoa ou para um casal e é exatamente como nas fotos. Ventilação e iluminação natural excelentes. Tudo limpo, roupas de cama e banho limpinhos, cozinha com tudo que é necessário, banheiro e chuveiro muito bons. Tudo funcionando e na medida certa. Minha estadia foi perfeita e com todo o conforto. Recomendo 100%!"
84730,20517310,30/09/2014,4338322,Mauro,Estuve muy comodo tanto con el lugar como con la forma em que fue administrado. Lo recomiendo.
84730,23107766,23/11/2014,16910275,Irna,"Egle's apartment is modern, sunny, and clean.  I stayed there for a month and enjoyed both the apartment and the location, which is a few steps away from the heart of Boedo, where you can find restaurants and cafes with outdoor seating filled with locals.  (My favorites are Cafe Pugliese for lunch and Cafe Floresta for dessert and coffee). The location is close to key bus lines that will take you to other barrios in Buenos Aires.  Make sure you have a SUBE card (I obtained mine at the local post office) to use the buses.  Otherwise you need to bring lots of coins and the fare almost doubles.  There are also subway (subte) stops within five blocks of the apartment, but I did not use them at all during my stay, as the buses are more direct. 
<br/>
<br/>I did not have the chance to meet Egle in person, as she was out of the country when I was there.  But I did meet Oscar who manages the entry and departure of guests, and lives in the same building.  I had no problem checking in and out.  Egle also sent a long..."
84730,25535919,19/01/2015,19134357,João Vitor,"A Egle foi atenciosa desde o início. Nos enviou um roteiro da cidade, os locais próximos para almoçar, bares. Nos listou os ônibus que passam pela região e levam aos pontos turísticos da cidade.
<br/>O apartamento é exatamente como descrito no anúncio. 
<br/>O bairro é ótimo, proporciona uma experiência paralela a de se hospedar no centro. A rotina do bairro é muito própria e você acaba vivendo como um morador local.
<br/>Boedo tem muita história, as ruas possuem esculturas. O restaurante Trianon foi o nosso preferido. Há uma Farmacity, uma estação de subte. Em poucas palavras, um bairro completo."
84730,29100401,04/04/2015,13456069,Isabella,"We (me and my boyfriend) stayed for a week in the apartement. The place is great, new, clean and exactly as on photos. It is also very calm. The Boedo neighbourhood is also very nice with lots of comercials and restaurants. The genitor was also very kind and helpful. If we would need to say something negative it wouldn't be about Egle's place itself but some neighbour in the bilding who smoked in his bathroom and by the ventilation system it made sometimes our bathroom smelly. But as I said, that was the neighbour's fault, the Egle's place itself is a great place to stay and if we come again we will repeat it."
14222,9067509,04/12/2013,5630180,Susan,Staying in the Happy House was our first experience with airbnb and we could not be happier. The house was comfortable and had everything we needed for our 5 days in Buenos Aires. It is so much better than staying in a hotel where often there is little space to spread out. The air conditioning is a bonus when it was hot outside. The location is perfect for exploring the city on foot and is close to the subte (metro) for those who chose to use it.
14222,11705907,13/04/2014,9996450,Laurie,"We stayed for a little over a month at the happy house and it was a fantastic experience.<p>
<br/>
<br/>The neighborhood is great. We became regulars at Faricci, La Payuca, Bella Italia, (all in walking distance), Local in Palermo Hollywood (short ride on the D line) and bblue in Palermo soho.  There is also a large grocery store (disco) within 2 minutes walking.  There is even a big mall a couple blocks away that's called Alto Palermo with many anchoring restaurants and fun shops. It's also a block to the D line (subway). We got a sube card there, which allows you to get on buses as well as the subway. <p>
<br/>
<br/>The apartment is really cute and cozy, decorated with lots of loving details.  It was also clean and comfy.  There are many interesting books, DVDs and music CDs for you to enjoy too. All the appliances and amenities (washing machine, hot water, AC, high speed wifi, DVD player, TV, etc) worked perfectly.  There's plenty of closet space.  The small balcony and cute pink courtyard are filled wi..."
14222,12130648,23/04/2014,6783716,Mar,"We stayed at the Happy House for 5 nights and it was an excelent experience. It's the perfect appartment for a couple! There's a very big room and another one with a small bed, both of them were confortable. The location is great and the apartment is super cozy and spacious. We had everything we need and both Manuel and Mercedes are very friendly and kind. Thanks! We'll repeat for sure if we come back to BA!"
84730,33144220,25/05/2015,10371268,Silvia,"O apartamento é ótimo, como está nas fotos, bem localizado, limpo. A Egle foi atenciosa e ofereceu dicas bem interessantes. Eu voltaria, com certeza!!! "
84730,33826554,01/06/2015,31908503,Barbara,"The flat is like described, oir expectations fully fullfilled, nice authentic neighbourhood. A Park would habe been nice, but many bars and shops and Restaurants and gold connection with public transport"
84730,41825011,09/08/2015,16220426,Vinicius,"O apartamento de Egle foi uma grande surpresa para nós. De belíssima decoração (com lindas pinturas da própria Egle), de muito conforto e de muita praticidade!
<br/>Fomos atendidos por Oscar, que nos tratou com muito cuidado e extrema gentileza. Super recomendado!"
84730,43988811,23/08/2015,24828002,Rene,El departamento estaba dentro de los descripto y el barrio era muy bueno. Muy satisfecho.
84730,61552048,06/02/2016,30263913,Christian,"Nous avons passe un sejour des plus agreables danscun studio tres clair, propre, personnalise et des plus calmes un vrai havre de paix dans la trepidante Buenos Aires au sein d'un quartier chaleureux ou tout est a portee. Service impeccable, immeuble tres propre et un gardien tres sympathique et a l'ecoute."
84730,70500509,18/04/2016,30673752,Fernanda,"This is the fourth time I've stayed at Egle's apartment and as always, it has been a very pleasant experience. The pictures show the place exactly as it is. Modern, clean and functional,  with good wifi speed, comfortable bed, and a good shower. Although it is not central, it's very easy  to get anywhere in town using the underground (Linea E), local buses and there's always plenty of taxis available. "
84730,73698807,09/05/2016,66923631,Néstor,"Como siempre (ya hemos estado aquí el año pasado) el lugar se encontraba en perfecto estado.
<br/>Egle tubo la amabilidad de permitirnos ingresar ese mismo día más temprano y eso nos facilitó el poder descansar luego de un largo viaje.
<br/>
<br/>El departamento es muy bonito, luminoso, muy bien cuidado y hermosamente decorado.
<br/>La cama muy cómoda y el baño con buena cantidad de agua caliente.
<br/>
<br/>Muy buena ubicación, con todo lo necesario cerca. Esto permite estar lejos del centro y a su vez con la posibilidad de acercarse rápidamente con subterráneo.
<br/>
<br/>Volveremos al lugar el año que viene. Gracias."
84730,80310445,17/06/2016,76616170,Maud,"Il n'y a pas de surprise, l'appartement est très agréable comme il est décrit et comme le montrent les photos.
<br/>Il est situé à deux pas du metro et d'un grand supermarché, c'est bien pratique! 
<br/>Egle nous a donné de bons conseils de visites et nous aurions aimé rester plus. 
<br/>Bref, je le recommande !"
84730,90760884,02/08/2016,15318212,Diana,"The apartment is really beautiful, perfectly located and exactly as you can see in the photos.
<br/>The neighborhood is very attractive, full of historical cafeterias, Restaurants for all kind of budgets, tango-related places, shops with all you may need for a long or short term stay but, above all, I felt very safe during the time I stayed there
<br/>. 
<br/>The apartment itself is prepared for a short or long term stay. Full kitchen, a very comfortable bed, a nice balcony, a super fast internet and, last but no least, a host that answers all your doubts within minutes. If you have a problem or you need something, you can ask Egle and she will find a solution right away. For an experienced or frequent traveller person like me, I can say that this is not so common and I value it a lot.
<br/>
<br/>"
84730,102114566,16/09/2016,48536449,Elena,"Apartment looked like described. Very convenient location with plenty of shops and public transport.
<br/>
<br/>Very quiet apartment, I could not hear much noise from the street in comparison to other places I have stayed before. 
<br/>Egle always responded to my messages and resolved any issues as soon as possible."
84730,116483083,30/11/2016,90331914,Mary Luz,"Excelente departamento, ubicación perfecta, y departamento moderno y acogedor, un lugar sin dudas para volver y recomendar. Gracias "
84730,126977260,15/01/2017,24228222,Gerard,A neat an fine apparment. Good neighbourhood. Location is close to some milongas. Many bus connections.
84730,140710835,31/03/2017,49738273,Romi,"Tal cual se ve en la fotos! Luminoso, muy buena ubicación, seguro, cómodo, zona con muchos bares restaurantes. Si bien egle no está en el edificio, el conserje oscar estuvo disponible todo el tiempo para solucionar cualquier inconveniente.. sin dudas volvería de ser necesario!"
84730,148291309,30/04/2017,121744810,Lizeth,"El apartamento es exactamente cómo se ve en las fotos. Muy bien ubicado para moverse por el centro. El espacio es amplio, luminoso y equipado con lo necesario para un tiempo corto. Siempre Egle está atenta a cualquier duda, la comunicación es muy rapida"
84730,159702624,11/06/2017,116449540,Elizabeth,"Muy bien ubicado, cómodo, iría otra vez sin dudas!"
84730,161306385,17/06/2017,134394268,Adriana,"El departamento es muy lindo,comodo y seguro,tiene todo lo necesario para pasarlo bien!!!"
84730,200229675,04/10/2017,51321040,Agnieszka,"The flat is realy nice and clean, just as described . You will find everthing you need for a short stay. The owner is very nice and attentive"
84730,208667783,02/11/2017,2654063,Marcus,"First time staying in this area.  A real barrio with great transport links. Buses and metro to Palermo, Retiro and downtown. There is good local shops for all your groceries.<br/>The apartment is clean, quiet and very bright.  There was plenty of hot water, fast WiFi and air conditioner worked well.  The mattress is good and firm."
84730,219428241,17/12/2017,99904977,Cynthia,Todo fantastico! Muy recomendable!
84730,223595408,01/01/2018,46508992,Ignacio,El departamento es moderno y muy cómodo!
84730,240253750,04/03/2018,4252489,Jessica,"Cute little studio in Boedo! I stayed here for a month, and loved the location and proximity to the Subte and buses. The balcony was great too! Would absolutely recommend for anyone wanting a more authentic stay in Buenos Aires, or someone who already knows the city and neighborhoods."
84730,242299358,11/03/2018,103492230,Pato,"El apartamento está en un barrio muy lindo y clásico de la ciudad dónde la gran mayoría son hinchas de San Lorenzo de Almagro, a 3 cuadras del subte Boedo, y cercano a bares y cafés por donde desfilaron Adolfo Bellocq y Roberto Arlt, entre muchos personajes que irán descubriendo cuando visiten la ciudad. La calle boedo es tranquila y bien iluminada, por lo que se puede caminar de noche además de tener fácil acceso de colectivos (microbuses) uber, taxis, etc.<br/>Sobre el departamento, Egle ha cuidado cada detalle, es cómodo, muy lindo decorado, es perfecto para 1 o 2 personas, con una cocina equipada que nos ayudó mucho a reducir costos, y todo muy limpio y ordenado además tiene un pequeño balcón muy agradable. en fin, un departamento muy recomendado para pasar unas semanas o quien sabe, un mes, en Buenos Aires."
84730,252442350,10/04/2018,71858330,Robert,"I had a nice stay here.  It's a nice clean space, fairly quiet despite being located on a busy avenue.  There is a mini market right next door that makes getting groceries very convenient.  There are plenty of cafes and bars and some restaurants in the area, and the avenue is well trafficked day and night so I felt very safe here.  The only cons are that the area is a bit far from the more touristy parts of the city, although they are more or less within reach thanks to the accessible transit options nearby.  The wifi was also a bit unreliable during my stay (your luck may vary), it would occasionally disconnect and would occasionally slow down quite a bit, but by and large worked ok with a speed of 10 mbps.  For most it won't be an issue unless (like me) you came here to work."
84730,253486274,14/04/2018,162884793,Roman,"El departamento esta bien hubicado, lo recomiendo ampliamente..."
84730,275722634,11/06/2018,66923631,Néstor,"Como siempre, la agradable decoración, la predisposición de la dueña y la buena atención de Oscar (dispuesto para cada necesidad) hacen que la estadía sea muy agradable.<br/>La ubicación es muy buena para quien no quiera estar en el caos del centro y a su vez esta en una zona llena de comercios y restaurantes en un Barrio típico de tango."
84730,299714365,31/07/2018,195488263,Viviana,Excelente recepción a la llegada. El departamento es cómodo y acogedor. El edificio se halla en muy buenas condiciones y es tranquilo. Egle se ha mantenido en contacto permanente y me ha asistido en cualquier necesidad respondiendo con prontitud. He pasado una estancia muy confortable. Lo recomiendo!! Gracias Egle
84730,344008958,02/11/2018,45156344,Victoria,Lovely space! Egle was also very very quick with responses. It is a little distance from the city center and neighbourhoods like Palermo or Recoleta where alot of attractions are but it is very accessible via uber. Great place nonetheless it was very quiet too!
84730,346975271,10/11/2018,27322368,Juba,Egle is quick to communicate and help with whatever you need
84730,357987144,12/12/2018,181631920,Gladys Cristina,Hospitalidad
84730,367295964,04/01/2019,22554829,Corine,"Nice and clean apartment in a very good and safe area (Boedo). Egle gave us fantastic recommendations for restaurants, tango shows, shopping, etc. We can definitely recommend this apartment."
84730,403267866,20/01/2019,230028608,Soledad,todo muy bien
84730,408031425,03/02/2019,205498125,Helena,Optimo apartamento. Num bairro calmo e tranquilo. Recomendo.
84730,412388520,15/02/2019,193928665,Juliana,Excelente alojamiento. Egle responde rapido a tus consultas. super recomendado.
84730,417220287,26/02/2019,68114413,Adriana,"Exelente, bien ubicado con respecto à los transportes en comun, recomiendo por la higiene y la descubierta de Buenos Aires"
84730,418160558,01/03/2019,243196576,Beatriz,No pudimos concretar estadía por problemas personales pero Egle siempre estuvo bien predispuesta a los cambios.
84730,426619577,21/03/2019,29987274,Lei,"Die Lage ist super! Viele Cafes und Restaurants sowie kleine Obst/Gemüseläden. Wir haben es geliebt nicht mitten in der Touriviertel zu wohnen und das authentische Leben in BA geniessen zu können!<br/>Es gibt so viele Busse und Subte in der Nähe. Perfekt angebunden.<br/>Appartment schick und praktisch eingerichtet. Küche ist gut ausgestattet. Alles ist super sauber und das Bett ist sehr bequem.<br/>Wir haben Egle leider nicht persönlich kennengelernt weil sie im Urlaub war. Aber die Kommunikation war sehr schnell, einfach und problemlos. Check in mit dem Doorman hat auch super geklappt.<br/>Egle hat uns super viele coole Tipps und Infos gegeben. <br/>Wir können dies Appartment sehr empfehlen!"
84730,432627216,04/04/2019,41533369,Adam,great apartment. wifi was a bit iffy at times but egle fixed quickly
84730,436181383,12/04/2019,183216994,Rodolfo,"Sumamente recomendado este lugar, es exactamente igual a como se ve en las fotos, muy limpio, tiene todo lo necesario para que pases bien en las vacaciones. Pasan 2 buses muy cerca, y ademas la estacion Boedo del metro esta a un par de cuadras para caminar, tiene muchas tiendas cerca, asi que puedes comprar verduras facilmente, entre otras cosas. Tiene muchos restaurantes cerca y cafes, en definitiva es un buen lugar para estar, el barrio no es turistico, asi que se disfrta mas ver como el argentino vive en esas partes. En fin, en definitiva recomiendo mucho este lugar. No se arrepentiran. Algo que fue un PLUS total, Egle compartio por mensaje una lista de cosas por hacer y cosas que quizas necesitaria saber, fue muy util. Gracias Egle, fue una estadia muy buena."
84730,442029498,22/04/2019,235438187,Lucas,"Recomendable, muy simple el ingreso. Buena ubicación y todo lo que se necesita al rededor."
84730,462871669,02/06/2019,219741318,Ana,Bom
84730,472887634,20/06/2019,193928665,Juliana,"Excelente departamento. Ubicacion, comunicacion, atencion. Gracias Egle y Oscar!!"
84730,486386751,12/07/2019,271999985,Gabriel,"Departamento un ambiente para dos personas a unas cuadras del metro, en barrio tranquilo.  El departamento es espacioso y limpio y el único detalle, encontré muy pequeña la ducha.  Una persona más grande no cabe ahí.  Se agradece la confianza y la dedicación en los detalles"
84730,493476933,22/07/2019,274355031,Macarena,"Muy buen lugar, lindo y limpio!! <br/>Egle súper atenta y pendiente que todo esté Perfecto ! <br/>Recomendado :)"
84730,497412362,28/07/2019,219952298,Hernán,"Departamento muy bonito y acogedor, cuenta con todo lo necesario y una gran ubicación con comercio, cafeterías, restaurantes y subte a pocas cuadras"
84730,540008328,02/10/2019,285472538,Rodolfo,Excelente atención....muy buen alojamiento
84730,559000705,03/11/2019,184215790,Miranda,Recomendable al 100
84730,562118158,10/11/2019,302762493,Luis,"Muy buen lugar asi como muy buena atencion . Siempre limpio , todo en orden . Un lugar muy comodo y una excelente experiencia .lo recomiendo"
84730,572927368,04/12/2019,225049558,Kaisha,"Had a great stay at Egle’s place! Nice and clean apartment in a good location walking distance to the metro train, supermarket, deli, and tango bars! Egle was super helpful with anything we needed and even were able to leave our bags with her for a few days! Would definitely recommend!"
84730,588331789,04/01/2020,283806891,Leonardo,"Lugar bem localizado, de fácil acesso e com comprometimento em te atender da maneira mais rápida."
84730,602358853,06/02/2020,181631920,Gladys Cristina,una buena esrancia.
84730,5.3903E+17,13/01/2022,87394998,Ivan,Lindo y acojedor lugar!
84730,5.44075E+17,20/01/2022,439229229,Carlos,"Muy recomendable el espacio de Egle. Centrico, seguro y comodo."
84730,5.71717E+17,27/02/2022,225029362,Yina,"El lugar es cerca a todo, es tal cuál como las fotos, nos recibieron con anticipación y fue de gran ayuda, la ducha es un poco pequeña, el lugar estaba impecable"
84730,6.36161E+17,27/05/2022,456351301,Braulio,"Anfitriona muy hospitalaria. Tuvimos una situación al llegar porque la plataforma no nos permitió cambio de fecha a ninguno de los dos y recibimos muy buena disposición de solucionar el problema incluso cuando era responsabilidad de la plataforma. Muy buena ubicación, recomendado."
84730,6.51452E+17,17/06/2022,446625294,Frank,"Ambiente acogedor con facilidades de transporte, supermercados cercanos al igual que restaurantes."
84730,6.67303E+17,09/07/2022,435626882,Lisseth,"Es muy buen lugar se encuentra en una zona céntrica donde se puede encontrar todo, y los encargados muy amables"
84730,6.74588E+17,19/07/2022,104830596,Fabricio,"A estadia foi muito boa, o apartamento é ótimo para duas pessoas e bastante organizado. O encarregado do edifício estava sempre pronto a ajudar com o que precisasse e a localização é excelente!"
84730,6.80423E+17,27/07/2022,111718856,Júlia,"Nos gustó mucho el depto de Egle. Localización excelente, bien iluminado, ten todo lo que necesita para pasar tranquilo algunos días. La comunicación con Egle también fue rápida y cordial. Recomendamos y certamente volveremos a quedarnos allí."
84730,6.98545E+17,21/08/2022,470767395,Franco,Excelente ubicacion. Muy comodo departamento. Egle muy atenta y siempre dispuesta a ayudar y solucionar todo.
14222,17798719,17/08/2014,13429211,Shane,"3 friends and I spent 10 days at Happy House as we were studying Spanish at a school in buenos aires. <br/>The house is in immaculate condition and close to shops, restaurants, cafes and public transport. <br/>We had a great time and experience in this house and the owners went out of there way to make us feel welcome and settle in. <br/>All in all a great 10 days was had by all and I firmly recommended this accommodation."
14222,18355436,25/08/2014,3426208,Boris,"Manuel's place is extraordinary. It's cosy and stylish and very well located. Apart from that he's just the best host you could imagine, extremely helpful, friendly and funny. We just felt like we had a friend at the very moment we arrived in Buenos Aires."
14222,21293882,14/10/2014,2826520,Ravi,"Happy House was excellent. I was in BA for a conference and the apartment was perfect to set up base, close to the conference centre and close to all the nightlife of Palermo. The apartment was as described and Manuel went the extra mile to make me feel welcome. All the guidebooks and maps at the apartment were incredibly useful! At the time of being there there was an issue with the gas supply in the entire apartment block. However, I was fully aware of this beforehand and it didn't deter me from booking. An electric shower was installed before I arrived and Manuel dropped in an electric kettle the day after I arrived.
<br/>
<br/>When I come back, I'd love to stay again. "
14222,21872729,26/10/2014,19356961,Chad,"We received a warm welcome from Manuel and his wife. After a late arrival, they took the time to help us get settled over some Argentinian parrilla at a nearby restaurant. Happy House was clean, bright and nicely presented. We found it a tranquil escape from the bustling grind of BA. Happy House is situated in a safe neighborhood with a supermarket, shopping complex and subway within a short walk. We recommend it. "
14222,23060307,22/11/2014,6247449,Claire,"Manuel est un hôte tres sympathique et agréable, il a tout fait pour que nous nous sentions chez nous .
<br/>L appartement est très bien situé dans un quartier vivant et commerçant, le métro est tout proche.
<br/>Une base parfaite pour découvrir buenos aires
<br/>Merci manuel"
14222,23378445,30/11/2014,4065185,Gigi,It was pleasant to stay at The happy house. Location was perfect and the appartment very nice. The only thing which we didn't like was that there was no gas in The appartment. Fortunately there was an electric shower but still...
14222,26157849,05/02/2015,25643778,Marie-Rachel,Very nice apartment in a great neighborhood. We really enjoyed our 2 weeks stay in the Happy House. We warmly recommend it! 
14222,27089520,25/02/2015,23390999,Maury,"Mercedes was very welcoming and helpful. Her directions to the apartment were accurate, and everything went quite smoothly. The only criticism would be that there was a problem with the hot water. The shower was not that hot, and there was no hot water in either the kitchen or bathroom sink. Not a major problem, but slightly inconvenient."
14222,57767684,29/12/2015,10793999,Shonna,"The happy house was perfect for our 4 day visit in Buenos Aires. Manuel was an amazing host and helped tremendously when we had some travel changes arise. He was super responsive and helpful with things to do, getting taxis, etc. The place itself is great... good location to get to a lot of places and we were comfortable. The energy in the house is positive and it made our stay enjoyable. Highly recommend. "
14222,59583862,12/01/2016,5365866,Sylvie,"Nous avons apprécié l'accueil de Manuel,son sourire et son attention pour nous rendre service.L'appartement était très propre et agréable. A proximité de Santa Fé où on trouve tout et dans un quartier très calme le soir. Nous recommandons cette Happy House qui porte bien son nom."
14222,63932783,28/02/2016,2102203,Fabio,Manuel is a great host and totally trustable. The apt has a perfect location to explore BA. Absolutely recomendable place. The apt is furnished with great style and taste. Everything was very clean and Manuel always available in case you need him.
